operator,case_id,input_shape,dtype,attrs,value_range,baseline_perf_us,t_hw_us,note
QuantMatmul,11,"[[1024, 2048], [2048, 2048], [2048]]","[""int8"", ""int8"", ""bfloat16""]","{""offset"": null, ""pertoken_scale"": null, ""bias"": null, ""output_dtype"": ""int32""}","[[-128, 127], [-128, 127], [0.001, 0.01]]",,12.13,int32-output
QuantMatmul,12,"[[1024, 4096], [4096, 4096], [4096]]","[""int8"", ""int8"", ""int64""]","{""offset"": null, ""pertoken_scale"": null, ""bias"": null, ""output_dtype"": ""float16""}","[[-128, 127], [-128, 127], [1, 10000]]",,48.53,int64-scale-fp16
QuantMatmul,13,"[[8, 128, 2048], [8, 2048, 4096], [4096]]","[""int8"", ""int8"", ""float32""]","{""offset"": null, ""pertoken_scale"": null, ""bias"": null, ""output_dtype"": ""float16""}","[[-128, 127], [-128, 127], [0.001, 0.01]]",,36.05,3D-batched-B=8-per-channel-fp16
QuantMatmul,14,"[[1, 4096], [4096, 4096], [1]]","[""int8"", ""int8"", ""float32""]","{""offset"": null, ""pertoken_scale"": null, ""bias"": null, ""output_dtype"": ""float16""}","[[-128, 127], [-128, 127], [0.001, 0.01]]",,8.74,decode-M=1-per-tensor-fp16
QuantMatmul,15,"[[1, 7168], [7168, 7168], [1]]","[""int8"", ""int8"", ""float32""]","{""offset"": null, ""pertoken_scale"": null, ""bias"": null, ""output_dtype"": ""bfloat16""}","[[-128, 127], [-128, 127], [0.001, 0.01]]",,26.76,decode-M=1-per-tensor-bf16
QuantMatmul,16,"[[512, 513], [513, 1024], [1024]]","[""int8"", ""int8"", ""float32""]","{""offset"": null, ""pertoken_scale"": null, ""bias"": null, ""output_dtype"": ""float16""}","[[-128, 127], [-128, 127], [0.001, 0.01]]",,0.76,non-aligned-K=513-fp16
QuantMatmul,17,"[[1024, 4096], [4096, 1025], [1025]]","[""int8"", ""int8"", ""float32""]","{""offset"": null, ""pertoken_scale"": null, ""bias"": null, ""output_dtype"": ""bfloat16""}","[[-128, 127], [-128, 127], [0.001, 0.01]]",,12.14,non-aligned-N=1025-bf16
QuantMatmul,18,"[[32, 256], [256, 512], [512]]","[""int8"", ""int8"", ""float32""]","{""offset"": null, ""pertoken_scale"": null, ""bias"": null, ""output_dtype"": ""float16""}","[[-128, 127], [-128, 127], [0.001, 0.01]]",,0.07,small-smoke-M=32
QuantMatmul,19,"[[4096, 4096], [4096, 4096], [4096]]","[""int8"", ""int8"", ""float32""]","{""offset"": null, ""pertoken_scale"": null, ""bias"": null, ""output_dtype"": ""float16""}","[[-128, 127], [-128, 127], [0.001, 0.01]]",,194.12,big-M=4096-fp16
QuantMatmul,20,"[[4096, 4096], [4096, 4096], [4096]]","[""int8"", ""int8"", ""float32""]","{""offset"": null, ""pertoken_scale"": null, ""bias"": null, ""output_dtype"": ""bfloat16""}","[[-128, 127], [-128, 127], [0.001, 0.01]]",,194.12,big-M=4096-bf16
