operator,case_id,input_shape,dtype,attrs,value_range,baseline_perf_us,t_hw_us,note
CrossEntropyLoss,11,"[[3, 4001, 7, 13], [3, 7, 13]]","[""float32"", ""int64""]","{""reduction"": ""mean"", ""ignore_index"": -100}","[[-88, 88], [0, 4000]]",242.65,2.28,S-float32-1M-质数非对齐-float32边界值-4D | baseline_kernels: LogSoftmaxV2×1 + OnesLike×1 + Transpose×1 + MemSet×1 + NLLLoss×1
CrossEntropyLoss,12,"[[1000003, 2], [1000003]]","[""bfloat16"", ""int64""]","{""reduction"": ""mean"", ""ignore_index"": -100}","[[-1000, 1000], [0, 1]]",787.69,6.25,M-bfloat16-2M-质数非对齐-大值域-二分类 | baseline_kernels: LogSoftmaxV2×1 + OnesLike×1 + MemSet×1 + NLLLoss×1
CrossEntropyLoss,13,"[[11, 67, 13, 17, 67], [11, 13, 17, 67]]","[""float16"", ""int64""]","{""reduction"": ""mean"", ""ignore_index"": -100}","[[-10, 10], [0, 66]]",431.77,12.89,M-float16-10M-质数非对齐-常规值域-5D | baseline_kernels: LogSoftmaxV2×1 + OnesLike×1 + Cast×4 + Transpose×1 + MemSet×1 + NLLLoss×1
CrossEntropyLoss,14,"[[3, 1013, 7, 11, 13], [3, 7, 11, 13]]","[""float32"", ""int64""]","{""reduction"": ""mean"", ""ignore_index"": -100}","[[0, 0], [0, 1012]]",194.6,6.35,M-float32-3M-质数非对齐-logits=0特殊值-5D | baseline_kernels: LogSoftmaxV2×1 + OnesLike×1 + Transpose×1 + MemSet×1 + NLLLoss×1
CrossEntropyLoss,15,"[[512, 2049], [512]]","[""bfloat16"", ""int64""]","{""reduction"": ""mean"", ""ignore_index"": -100}","[[-0.5, 0.5], [0, 2048]]",65.18,1.09,S-bfloat16-1M-非对齐-对称微小值域 | baseline_kernels: LogSoftmaxV2×1 + OnesLike×1 + MemSet×1 + NLLLoss×1
CrossEntropyLoss,16,"[[255, 8193], [255]]","[""float16"", ""int64""]","{""reduction"": ""sum"", ""ignore_index"": 50}","[[-1, 3], [0, 8192]]",69.2,2.18,S-float16-2M-非对齐-ignore_index=50-sum | baseline_kernels: LogSoftmaxV2×1 + OnesLike×1 + Cast×4 + MemSet×1 + NLLLoss×1
CrossEntropyLoss,17,"[[4097, 511], [4097]]","[""float32"", ""int64""]","{""reduction"": ""none"", ""ignore_index"": -1}","[[-1000, 1000], [0, 510]]",,4.38,S-float32-2M-非对齐-对称大值域-none
CrossEntropyLoss,18,"[[2, 2049, 511], [2, 511]]","[""bfloat16"", ""int64""]","{""reduction"": ""mean"", ""ignore_index"": -100}","[[-0.2, 0.2], [0, 2048]]",188.74,2.44,S-bfloat16-2M-非对齐-对称微小值域-3D | baseline_kernels: LogSoftmaxV2×1 + OnesLike×1 + Transpose×1 + MemSet×1 + NLLLoss×1
CrossEntropyLoss,19,"[[4, 2049, 255], [4, 255]]","[""float16"", ""int64""]","{""reduction"": ""mean"", ""ignore_index"": 10}","[[-3, 6], [0, 2048]]",202.68,2.44,S-float16-2M-非对齐-ignore_index=10 | baseline_kernels: LogSoftmaxV2×1 + OnesLike×1 + Cast×4 + Transpose×1 + MemSet×1 + NLLLoss×1
CrossEntropyLoss,20,"[[2, 101, 3, 17, 1024], [2, 3, 17, 1024]]","[""float32"", ""int64""]","{""reduction"": ""mean"", ""ignore_index"": -100}","[[-20, 40], [0, 100]]",302.89,22.41,M-float32-10M-非对齐-非对称大值域-5D | baseline_kernels: LogSoftmaxV2×1 + OnesLike×1 + Transpose×1 + MemSet×1 + NLLLoss×1
