operator,case_id,input_shape,dtype,attrs,value_range,baseline_perf_us,t_hw_us,note
ApplyRotaryPosEmb,11,"[[19, 1023, 19, 64], [19, 1023, 19, 64], [1023, 32], [1023, 32]]","[""float32"", ""float32"", ""float32"", ""float32""]","{""layout"": 0, ""rotaryMode"": ""half""}","[[-65504, 65504], [-65504, 65504], [-1, 1], [-1, 1]]",,98.62,L-float32-24M-非对齐-float16边界值
ApplyRotaryPosEmb,12,"[[4001, 3, 3, 64], [4001, 3, 3, 64], [3, 32], [3, 32]]","[""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16""]","{""layout"": 1, ""rotaryMode"": ""interleaved""}","[[-88, 88], [-88, 88], [-1, 1], [-1, 1]]",,4.8,S-bfloat16-2M-质数非对齐-float32边界值
ApplyRotaryPosEmb,13,"[[7, 500001, 7, 4], [7, 500001, 7, 4], [500001, 2], [500001, 2]]","[""float16"", ""float16"", ""float16"", ""float16""]","{""layout"": 0, ""rotaryMode"": ""half""}","[[""-inf"", ""inf""], [""-inf"", ""inf""], [-1, 1], [-1, 1]]",,206.25,L-float16-28M-质数非对齐-inf特殊值-small_head
ApplyRotaryPosEmb,14,"[[3, 13, 17, 1024], [3, 13, 17, 1024], [13, 512], [13, 512]]","[""float32"", ""float32"", ""float32"", ""float32""]","{""layout"": 0, ""rotaryMode"": ""half""}","[[""nan"", ""nan""], [""nan"", ""nan""], [""nan"", ""nan""], [""nan"", ""nan""]]",,2.86,S-float32-1M-质数非对齐-nan特殊值
ApplyRotaryPosEmb,15,"[[509, 4, 4, 112], [509, 4, 4, 112], [4, 56], [4, 56]]","[""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16""]","{""layout"": 1, ""rotaryMode"": ""half""}","[[0, 0], [0, 0], [0, 0], [0, 0]]",,1.9,S-bfloat16-360K-质数非对齐-零值测试
ApplyRotaryPosEmb,16,"[[16, 61, 16, 1024], [16, 61, 16, 1024], [61, 512], [61, 512]]","[""float16"", ""float16"", ""float16"", ""float16""]","{""layout"": 0, ""rotaryMode"": ""half""}","[[-0.5, 0.5], [-0.5, 0.5], [-1, 1], [-1, 1]]",,33.38,M-float16-16M-混合质数非对齐-layout=0-half-微小值域
ApplyRotaryPosEmb,17,"[[1023, 31, 31, 64], [1023, 31, 31, 64], [31, 32], [31, 32]]","[""float32"", ""float32"", ""float32"", ""float32""]","{""layout"": 1, ""rotaryMode"": ""interleaved""}","[[-1, 3], [-1, 3], [-1, 1], [-1, 1]]",,262.16,L-float32-60M-非对齐-layout=1-interleaved-非对称
ApplyRotaryPosEmb,18,"[[8, 255, 8, 2048], [8, 255, 8, 2048], [255, 1024], [255, 1024]]","[""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16""]","{""layout"": 0, ""rotaryMode"": ""half""}","[[-1000, 1000], [-1000, 1000], [-1, 1], [-1, 1]]",,70.18,L-bfloat16-33M-非对齐-layout=0-half-大值域
ApplyRotaryPosEmb,19,"[[127, 4, 4, 512], [127, 4, 4, 512], [4, 256], [4, 256]]","[""float16"", ""float16"", ""float16"", ""float16""]","{""layout"": 1, ""rotaryMode"": ""half""}","[[-0.2, 0.2], [-0.2, 0.2], [-1, 1], [-1, 1]]",,2.17,S-float16-1M-质数非对齐-layout=1-half-微小值域
ApplyRotaryPosEmb,20,"[[7, 2047, 7, 128], [7, 2047, 7, 128], [2047, 64], [2047, 64]]","[""float32"", ""float32"", ""float32"", ""float32""]","{""layout"": 0, ""rotaryMode"": ""interleaved""}","[[-3, 6], [-3, 6], [-1, 1], [-1, 1]]",,54.04,M-float32-12M-质数非对齐-layout=0-interleaved-非对称中值域
