operator,case_id,input_shape,dtype,attrs,value_range,baseline_perf_us,t_hw_us,note
GRU,11,"[[14, 10, 128], [[192, 128], [192, 128]], [[192, 64], [192, 64]], [[192], [192]], [[192], [192]]]","[""float16"", [""float16"", ""float16""], [""float16"", ""float16""], [""float16"", ""float16""], [""float16"", ""float16""]]","{""inputSize"": 128, ""hiddenSize"": 64, ""numLayers"": 1, ""bias"": true, ""batchFirst"": true, ""dropout"": 0.0, ""bidirectional"": true}","[[-1.1, 1.1], [[-0.5, 0.5], [-0.5, 0.5]], [[-0.5, 0.5], [-0.5, 0.5]], [[-0.05, 0.05], [-0.05, 0.05]], [[-0.05, 0.05], [-0.05, 0.05]]]",,1,S-float16-case11
GRU,12,"[[8, 3, 64], [[96, 64]], [[96, 32]], null, null, null]","[""float16"", [""float16""], [""float16""], null, null, null]","{""inputSize"": 64, ""hiddenSize"": 32, ""numLayers"": 1, ""bias"": false, ""batchFirst"": false, ""dropout"": 0.0, ""bidirectional"": false}","[[-1.2000000000000002, 1.2000000000000002], [[-0.5, 0.5]], [[-0.5, 0.5]], null, null, null]",,1,S-float16-case12
GRU,13,"[[18, 7, 128], [[192, 128], [192, 128]], [[192, 64], [192, 64]]]","[""bfloat16"", [""bfloat16"", ""bfloat16""], [""bfloat16"", ""bfloat16""]]","{""inputSize"": 128, ""hiddenSize"": 64, ""numLayers"": 1, ""bias"": false, ""batchFirst"": false, ""dropout"": 0.0, ""bidirectional"": true}","[[-1.3, 1.3], [[-0.5, 0.5], [-0.5, 0.5]], [[-0.5, 0.5], [-0.5, 0.5]]]",,1,S-bfloat16-case13
GRU,14,"[[100, 8, 256], [[384, 256]], [[384, 128]], [[384]], [[384]]]","[""float16"", [""float16""], [""float16""], [""float16""], [""float16""]]","{""inputSize"": 256, ""hiddenSize"": 128, ""numLayers"": 1, ""bias"": true, ""batchFirst"": false, ""dropout"": 0.0, ""bidirectional"": false}","[[-1.4000000000000001, 1.4000000000000001], [[-0.5, 0.5]], [[-0.5, 0.5]], [[-0.05, 0.05]], [[-0.05, 0.05]]]",,1,S-float16-case14
GRU,15,"[[200, 3, 512], [[768, 512]], [[768, 256]], [[768]], [[768]]]","[""float16"", [""float16""], [""float16""], [""float16""], [""float16""]]","{""inputSize"": 512, ""hiddenSize"": 256, ""numLayers"": 1, ""bias"": true, ""batchFirst"": false, ""dropout"": 0.0, ""bidirectional"": false}","[[-1.5, 1.5], [[-0.5, 0.5]], [[-0.5, 0.5]], [[-0.05, 0.05]], [[-0.05, 0.05]]]",,1.999403,S-float16-case15
GRU,16,"[[10, 4, 127], [[381, 127]], [[381, 127]], [[381]], [[381]]]","[""float16"", [""float16""], [""float16""], [""float16""], [""float16""]]","{""inputSize"": 127, ""hiddenSize"": 127, ""numLayers"": 1, ""bias"": true, ""batchFirst"": false, ""dropout"": 0.0, ""bidirectional"": false}","[[-1.6, 1.6], [[-0.5, 0.5]], [[-0.5, 0.5]], [[-0.05, 0.05]], [[-0.05, 0.05]]]",,1,S-float16-case16
GRU,17,"[[15, 6, 63], [[93, 63]], [[93, 31]], [[93]], [[93]]]","[""bfloat16"", [""bfloat16""], [""bfloat16""], [""bfloat16""], [""bfloat16""]]","{""inputSize"": 63, ""hiddenSize"": 31, ""numLayers"": 1, ""bias"": true, ""batchFirst"": false, ""dropout"": 0.0, ""bidirectional"": false}","[[-1.7000000000000002, 1.7000000000000002], [[-0.5, 0.5]], [[-0.5, 0.5]], [[-0.05, 0.05]], [[-0.05, 0.05]]]",,1,S-bfloat16-case17
GRU,18,"[[7, 6, 64], [[96, 64]], [[96, 32]], [[96]], [[96]], [1, 6, 32]]","[""float16"", [""float16""], [""float16""], [""float16""], [""float16""], ""float16""]","{""inputSize"": 64, ""hiddenSize"": 32, ""numLayers"": 1, ""bias"": true, ""batchFirst"": false, ""dropout"": 0.0, ""bidirectional"": false}","[[-1.8, 1.8], [[-0.5, 0.5]], [[-0.5, 0.5]], [[-0.05, 0.05]], [[-0.05, 0.05]], [-0.1, 0.1]]",,1,S-float16-case18
GRU,19,"[[22, 10, 128], [[192, 128], [192, 128], [192, 128], [192, 128]], [[192, 64], [192, 64], [192, 64], [192, 64]], [[192], [192], [192], [192]], [[192], [192], [192], [192]], [4, 10, 64]]","[""float16"", [""float16"", ""float16"", ""float16"", ""float16""], [""float16"", ""float16"", ""float16"", ""float16""], [""float16"", ""float16"", ""float16"", ""float16""], [""float16"", ""float16"", ""float16"", ""float16""], ""float16""]","{""inputSize"": 128, ""hiddenSize"": 64, ""numLayers"": 2, ""bias"": true, ""batchFirst"": false, ""dropout"": 0.0, ""bidirectional"": true}","[[-1.9000000000000001, 1.9000000000000001], [[-0.5, 0.5], [-0.5, 0.5], [-0.5, 0.5], [-0.5, 0.5]], [[-0.5, 0.5], [-0.5, 0.5], [-0.5, 0.5], [-0.5, 0.5]], [[-0.05, 0.05], [-0.05, 0.05], [-0.05, 0.05], [-0.05, 0.05]], [[-0.05, 0.05], [-0.05, 0.05], [-0.05, 0.05], [-0.05, 0.05]], [-0.1, 0.1]]",,1,S-float16-case19
GRU,20,"[[5, 2, 32], [[48, 32]], [[48, 16]], [[48]], [[48]]]","[""float16"", [""float16""], [""float16""], [""float16""], [""float16""]]","{""inputSize"": 32, ""hiddenSize"": 16, ""numLayers"": 1, ""bias"": true, ""batchFirst"": false, ""dropout"": 0.0, ""bidirectional"": false}","[[-2.0, 2.0], [[-0.5, 0.5]], [[-0.5, 0.5]], [[-0.05, 0.05]], [[-0.05, 0.05]]]",,1,S-float16-case20
