operator,case_id,input_shape,dtype,attrs,value_range,baseline_perf_us,t_hw_us,note
GridSampler3D,11,"[[2, 33, 33, 33, 33], [2, 33, 33, 33, 3]]","[""float16"", ""float16""]","{""interpolation_mode"": ""bilinear"", ""padding_mode"": ""border"", ""align_corners"": true}","[[-65504, 65504], [-1, 1]]",402.99,4.77,S-float16-2M-非对齐-float16边界值-bilinear-border | baseline_kernels: Transpose×1 + GridSample×1
GridSampler3D,12,"[[3, 7, 13, 17, 4001], [3, 7, 13, 17, 3]]","[""float32"", ""float32""]","{""interpolation_mode"": ""nearest"", ""padding_mode"": ""zeros"", ""align_corners"": false}","[[-88, 88], [-1, 1]]",153.94,38.71,M-float32-1M-质数非对齐-float32边界值-nearest | baseline_kernels: Transpose×1 + GridSample×1
GridSampler3D,13,"[[2, 31, 31, 31, 31], [2, 31, 31, 31, 3]]","[""float16"", ""float16""]","{""interpolation_mode"": ""bilinear"", ""padding_mode"": ""zeros"", ""align_corners"": false}","[[""-inf"", ""inf""], [-1, 1]]",354.23,3.72,S-float16-2M-非对齐-inf特殊值-bilinear-zeros | baseline_kernels: Transpose×1 + GridSample×1
GridSampler3D,14,"[[2, 11, 13, 17, 19], [2, 11, 13, 17, 3]]","[""float32"", ""float32""]","{""interpolation_mode"": ""bilinear"", ""padding_mode"": ""zeros"", ""align_corners"": false}","[[""nan"", ""nan""], [-1, 1]]",115.46,1,S-float32-100K-质数非对齐-nan特殊值-bilinear | baseline_kernels: Transpose×1 + GridSample×1
GridSampler3D,15,"[[4, 63, 31, 31, 31], [4, 31, 31, 31, 3]]","[""float16"", ""float16""]","{""interpolation_mode"": ""nearest"", ""padding_mode"": ""zeros"", ""align_corners"": false}","[[0, 0], [0, 0]]",2438.96,8.19,M-float16-12M-非对齐-零值测试-nearest | baseline_kernels: Transpose×1 + GridSample×1
GridSampler3D,16,"[[2, 16, 63, 63, 63], [2, 16, 63, 63, 3]]","[""float32"", ""float32""]","{""interpolation_mode"": ""bilinear"", ""padding_mode"": ""zeros"", ""align_corners"": false}","[[-0.5, 0.5], [-1, 1]]",572.73,17.46,M-float32-2M-混合非对齐-bilinear-zeros-align=false | baseline_kernels: Transpose×1 + GridSample×1
GridSampler3D,17,"[[3, 63, 63, 127, 127], [3, 127, 63, 127, 3]]","[""float16"", ""float16""]","{""interpolation_mode"": ""bilinear"", ""padding_mode"": ""reflection"", ""align_corners"": true}","[[-1, 3], [-1, 1]]",21427.99,379.02,L-float16-200M-非对齐-bilinear-reflection-align=true | baseline_kernels: Transpose×1 + GridSample×1
GridSampler3D,18,"[[2, 32, 15, 15, 15], [2, 15, 15, 15, 3]]","[""float32"", ""float32""]","{""interpolation_mode"": ""nearest"", ""padding_mode"": ""border"", ""align_corners"": true}","[[-1000, 1000], [-1, 1]]",47.94,1,S-float32-1M-混合非对齐-nearest-border-align=true | baseline_kernels: Transpose×1 + GridSample×1
GridSampler3D,19,"[[4, 31, 31, 31, 31], [4, 31, 31, 31, 3]]","[""float16"", ""float16""]","{""interpolation_mode"": ""bilinear"", ""padding_mode"": ""zeros"", ""align_corners"": true}","[[-0.2, 0.2], [-1, 1]]",556.45,7.45,S-float16-4M-质数非对齐-bilinear-zeros-align=true | baseline_kernels: Transpose×1 + GridSample×1
GridSampler3D,20,"[[2, 63, 63, 127, 127], [2, 63, 63, 127, 3]]","[""float32"", ""float32""]","{""interpolation_mode"": ""bilinear"", ""padding_mode"": ""border"", ""align_corners"": true}","[[-3, 6], [-1, 1]]",9337.41,273.03,L-float32-268M-质数非对齐-bilinear-border-align=true | baseline_kernels: Transpose×1 + GridSample×1
