operator,case_id,input_shape,dtype,attrs,value_range,baseline_perf_us,t_hw_us,note
Conv2D,11,"[[2, 65, 33, 33], [65, 65, 3, 3], [65]]","[""float16"", ""float16"", ""float16""]","{""strides"": [1, 1], ""pads"": [1, 1, 1, 1], ""dilations"": [1, 1], ""groups"": 1}","[[-10, 10], [-10, 10], [-1, 1]]",,0.47,S-float16-500K-非对齐-float16边界值
Conv2D,12,"[[3, 7, 13, 13], [7, 7, 3, 3], [7]]","[""float32"", ""float32"", ""float32""]","{""strides"": [1, 1], ""pads"": [1, 1, 1, 1], ""dilations"": [1, 1], ""groups"": 1}","[[-0.5, 0.5], [-0.5, 0.5], [-0.05, 0.05]]",,0.02,S-float32-10K-质数非对齐-float32边界值
Conv2D,13,"[[2, 63, 31, 31], [63, 63, 3, 3], [63]]","[""float32"", ""float32"", ""float32""]","{""strides"": [1, 1], ""pads"": [1, 1, 1, 1], ""dilations"": [1, 1], ""groups"": 1}","[[""-inf"", ""inf""], [""-inf"", ""inf""], [""-inf"", ""inf""]]",,6.24,S-float32-200K-非对齐-inf特殊值
Conv2D,14,"[[2, 11, 13, 17], [11, 11, 3, 3], [11]]","[""float16"", ""float16"", ""float16""]","{""strides"": [1, 1], ""pads"": [1, 1, 1, 1], ""dilations"": [1, 1], ""groups"": 1}","[[""nan"", ""nan""], [""nan"", ""nan""], [""nan"", ""nan""]]",,0.01,S-float16-5K-质数非对齐-nan特殊值
Conv2D,15,"[[4, 63, 31, 31], [63, 63, 3, 3], [63]]","[""bfloat16"", ""bfloat16"", ""bfloat16""]","{""strides"": [1, 1], ""pads"": [1, 1, 1, 1], ""dilations"": [1, 1], ""groups"": 1}","[[0, 0], [0, 0], [0, 0]]",,0.78,S-bfloat16-400K-非对齐-零值
Conv2D,16,"[[2, 64, 31, 31], [64, 64, 3, 3], [64]]","[""float16"", ""float16"", ""float16""]","{""strides"": [1, 1], ""pads"": [1, 1, 1, 1], ""dilations"": [1, 1], ""groups"": 1}","[[-0.5, 0.5], [-0.5, 0.5], [-0.05, 0.05]]",,0.4,S-float16-200K-混合非对齐-微小值域
Conv2D,17,"[[3, 127, 63, 63], [127, 127, 5, 5], [127]]","[""float32"", ""float32"", ""float32""]","{""strides"": [2, 2], ""pads"": [2, 2, 2, 2], ""dilations"": [1, 1], ""groups"": 1}","[[-1, 3], [-1, 3], [-0.1, 0.3]]",,112.61,S-float32-2M-非对齐-stride=2-5x5k
Conv2D,18,"[[2, 255, 127, 127], [255, 255, 3, 3], [255]]","[""bfloat16"", ""bfloat16"", ""bfloat16""]","{""strides"": [1, 1], ""pads"": [1, 1, 1, 1], ""dilations"": [3, 3], ""groups"": 1}","[[-10, 10], [-10, 10], [-1, 1]]",,100.04,M-bfloat16-16M-非对齐-dilation=3
Conv2D,19,"[[4, 31, 31, 31], [31, 31, 3, 3], [31]]","[""float16"", ""float16"", ""float16""]","{""strides"": [1, 1], ""pads"": [1, 1, 1, 1], ""dilations"": [1, 1], ""groups"": 1}","[[-0.2, 0.2], [-0.2, 0.2], [-0.02, 0.02]]",,0.19,S-float16-100K-质数非对齐-微小值域
Conv2D,20,"[[2, 127, 127, 127], [127, 127, 3, 3], [127]]","[""float32"", ""float32"", ""float32""]","{""strides"": [1, 1], ""pads"": [1, 1, 1, 1], ""dilations"": [2, 2], ""groups"": 1}","[[-3, 6], [-3, 6], [-0.3, 0.6]]",,412.39,M-float32-4M-质数非对齐-dilation=2-非对称中值域
