operator,case_id,input_shape,dtype,attrs,value_range,baseline_perf_us,t_hw_us,note
UnsortedSegmentSum,11,"[[3, 7, 13, 4001], [3]]","[""bfloat16"", ""int32""]","{""num_segments"": 3}","[[-88, 88], [0, 2]]",85.56,1.14,S-bfloat16-int32_ids-1M-质数非对齐-float32边界值-4D | baseline_kernels: ReduceMax×1 + ZerosLike×1 + Cast×2 + Sort×1 + InplaceIndexAddWithSorted×1
UnsortedSegmentSum,12,"[[1048589], [1048589]]","[""float16"", ""int32""]","{""num_segments"": 1024}","[[""-inf"", ""inf""], [0, 1023]]",14226.22,3.28,S-float16-int32_ids-1M-质数非对齐-inf特殊值-1D-v2 | baseline_kernels: ReduceMax×1 + ZerosLike×1 + Cast×1 + InplaceIndexAdd×1
UnsortedSegmentSum,13,"[[11, 13, 17, 67, 67], [11]]","[""float32"", ""int32""]","{""num_segments"": 11}","[[""nan"", ""nan""], [0, 10]]",124.5,22.73,M-float32-int32_ids-10M-质数非对齐-nan特殊值-5D | baseline_kernels: ReduceMax×1 + ZerosLike×1 + Cast×1 + InplaceScatterAdd×1
UnsortedSegmentSum,14,"[[3, 7, 11, 13, 1013], [3]]","[""bfloat16"", ""int32""]","{""num_segments"": 3}","[[0, 0], [0, 2]]",157.22,3.17,S-bfloat16-int32_ids-3M-质数非对齐-零值-5D | baseline_kernels: ReduceMax×1 + ZerosLike×1 + Cast×2 + Sort×1 + InplaceIndexAddWithSorted×1
UnsortedSegmentSum,15,"[[1048583], [1048583]]","[""float32"", ""int32""]","{""num_segments"": 1}","[[-10, 10], [0, 0]]",937.86,4.37,S-float32-num_segments=1-1M-质数非对齐-全归约 | baseline_kernels: ReduceMax×1 + ZerosLike×1 + Cast×1 + InplaceScatterAdd×1
UnsortedSegmentSum,16,"[[2097152], [2097152]]","[""float16"", ""int32""]","{""num_segments"": 4096}","[[-100, 100], [0, 4095]]",21693.19,6.55,M-float16-num_segments=4096-2M-对齐-多段 | baseline_kernels: ReduceMax×1 + ZerosLike×1 + Cast×1 + InplaceIndexAdd×1
UnsortedSegmentSum,17,"[[512, 2049], [512]]","[""bfloat16"", ""int32""]","{""num_segments"": 512}","[[-0.5, 0.5], [0, 511]]",28.42,1.09,S-bfloat16-int32_ids-1M-非对齐-对称微小值域 | baseline_kernels: ReduceMax×1 + ZerosLike×1 + Cast×2 + Sort×1 + InplaceIndexAddWithSorted×1
UnsortedSegmentSum,18,"[[255, 8193], [255]]","[""float16"", ""int64""]","{""num_segments"": 255}","[[-1, 3], [0, 254]]",21.28,2.18,S-float16-int64_ids-2M-非对齐-非对称小值域 | baseline_kernels: ReduceMax×1 + ZerosLike×1 + InplaceIndexAdd×1
UnsortedSegmentSum,19,"[[4097, 511], [4097]]","[""float32"", ""int32""]","{""num_segments"": 4097}","[[-1000, 1000], [0, 4096]]",28.46,4.37,S-float32-int32_ids-2M-非对齐-对称大值域 | baseline_kernels: ReduceMax×1 + ZerosLike×1 + Cast×1 + InplaceScatterAdd×1
UnsortedSegmentSum,20,"[[2, 511, 2049], [2]]","[""bfloat16"", ""int32""]","{""num_segments"": 2}","[[-3, 6], [0, 1]]",160.04,2.18,S-bfloat16-int32_ids-2M-非对齐-非对称中值域-3D | baseline_kernels: ReduceMax×1 + ZerosLike×1 + Cast×2 + Sort×1 + InplaceIndexAddWithSorted×1
