operator,case_id,input_shape,dtype,attrs,value_range,baseline_perf_us,t_hw_us,note
Conv3DBackpropFilter,11,"[[2, 33, 17, 33, 33], [2, 65, 17, 33, 33]]","[""float16"", ""float16""]","{""strides"": [1, 1, 1], ""pads"": [1, 1, 1, 1, 1, 1], ""dilations"": [1, 1, 1], ""groups"": 1, ""filter_size"": [65, 33, 3, 3, 3]}","[[-65504, 65504], [-65504, 65504]]",122.500,12.115,S-float16-1M-非对齐-float16边界值 | baseline_kernels: TransData×3 + MemSet×1 + Conv3DBackpropFilter×1
Conv3DBackpropFilter,12,"[[3, 7, 13, 13, 13], [3, 14, 13, 13, 13]]","[""bfloat16"", ""bfloat16""]","{""strides"": [1, 1, 1], ""pads"": [1, 1, 1, 1, 1, 1], ""dilations"": [1, 1, 1], ""groups"": 1, ""filter_size"": [14, 7, 3, 3, 3]}","[[-88, 88], [-88, 88]]",45.120,,S-bfloat16-100K-质数非对齐-bfloat16边界值 | baseline_kernels: TransData×3 + MemSet×1 + Conv3DBackpropFilter×1
Conv3DBackpropFilter,13,"[[2, 31, 15, 31, 31], [2, 63, 15, 31, 31]]","[""bfloat16"", ""bfloat16""]","{""strides"": [1, 1, 1], ""pads"": [1, 1, 1, 1, 1, 1], ""dilations"": [1, 1, 1], ""groups"": 1, ""filter_size"": [63, 31, 3, 3, 3]}","[[""-inf"", ""inf""], [""-inf"", ""inf""]]",87.160,,S-bfloat16-3M-非对齐-inf特殊值 | baseline_kernels: TransData×3 + MemSet×1 + Conv3DBackpropFilter×1
Conv3DBackpropFilter,14,"[[2, 11, 5, 13, 17], [2, 22, 5, 13, 17]]","[""float16"", ""float16""]","{""strides"": [1, 1, 1], ""pads"": [1, 1, 1, 1, 1, 1], ""dilations"": [1, 1, 1], ""groups"": 1, ""filter_size"": [22, 11, 3, 3, 3]}","[[""nan"", ""nan""], [""nan"", ""nan""]]",38.180,1,S-float16-20K-质数非对齐-nan特殊值 | baseline_kernels: TransData×3 + MemSet×1 + Conv3DBackpropFilter×1
Conv3DBackpropFilter,15,"[[4, 63, 7, 31, 31], [4, 127, 7, 31, 31]]","[""bfloat16"", ""bfloat16""]","{""strides"": [1, 1, 1], ""pads"": [1, 1, 1, 1, 1, 1], ""dilations"": [1, 1, 1], ""groups"": 1, ""filter_size"": [127, 63, 3, 3, 3]}","[[0, 0], [0, 0]]",141.420,32.841,S-bfloat16-2M-非对齐-零值 | baseline_kernels: TransData×3 + MemSet×1 + Conv3DBackpropFilter×1
Conv3DBackpropFilter,16,"[[2, 32, 8, 16, 16], [2, 32, 8, 16, 16]]","[""float16"", ""float16""]","{""strides"": [1, 1, 1], ""pads"": [1, 1, 1, 1, 1, 1], ""dilations"": [1, 1, 1], ""groups"": 2, ""filter_size"": [32, 16, 3, 3, 3]}","[[-1, 1], [-1, 1]]",60.280,1,S-float16-1M-混合非对齐-微小值域 | baseline_kernels: TransData×4 + MemSet×2 + Conv3DBackpropFilter×1
Conv3DBackpropFilter,17,"[[2, 64, 8, 32, 32], [2, 64, 8, 32, 32]]","[""float16"", ""float16""]","{""strides"": [1, 1, 1], ""pads"": [0, 0, 0, 0, 0, 0], ""dilations"": [1, 1, 1], ""groups"": 64, ""filter_size"": [64, 1, 1, 1, 1]}","[[-2, 2], [-2, 2]]",87.260,,"M-float16-20M-非对齐-stride=1,2,2 | baseline_kernels: TransData×4 + MemSet×2 + Conv3DBackpropFilter×1"
Conv3DBackpropFilter,18,"[[2, 128, 8, 64, 64], [2, 256, 8, 64, 64]]","[""bfloat16"", ""bfloat16""]","{""strides"": [1, 1, 1], ""pads"": [2, 2, 2, 2, 2, 2], ""dilations"": [1, 1, 1], ""groups"": 1, ""filter_size"": [256, 128, 5, 5, 5]}","[[-1000, 1000], [-1000, 1000]]",2769.220,1516.5845,M-bfloat16-120M-非对齐-dilation=3-大值域 | baseline_kernels: TransData×3 + MemSet×1 + Conv3DBackpropFilter×1
Conv3DBackpropFilter,19,"[[2, 64, 16, 128, 128], [2, 128, 16, 128, 128]]","[""float16"", ""float16""]","{""strides"": [1, 1, 1], ""pads"": [1, 1, 1, 1, 1, 1], ""dilations"": [1, 1, 1], ""groups"": 1, ""filter_size"": [128, 64, 3, 3, 3]}","[[-0.5, 0.5], [-0.5, 0.5]]",1389.030,655.1645,S-float16-400K-质数非对齐-微小值域 | baseline_kernels: TransData×3 + MemSet×1 + Conv3DBackpropFilter×1
Conv3DBackpropFilter,20,"[[2, 128, 16, 64, 64], [2, 256, 14, 62, 62]]","[""float16"", ""float16""]","{""strides"": [1, 1, 1], ""pads"": [1, 1, 1, 1, 1, 1], ""dilations"": [2, 2, 2], ""groups"": 1, ""filter_size"": [256, 128, 3, 3, 3]}","[[-3, 6], [-3, 6]]",966.060,,M-float16-4M-质数非对齐-dilation=2-非对称中值域 | baseline_kernels: TransData×3 + MemSet×1 + Conv3DBackpropFilter×1
