operator,case_id,input_shape,dtype,attrs,value_range,baseline_perf_us,t_hw_us,note
MoeFinalizeRouting,11,"[[16, 40, 256], [400], [200, 256], [200, 256], [16, 256], [200, 2], [200, 2]]","[""float32"", ""int32"", ""float32"", ""float32"", ""float32"", ""float32"", ""int32""]","{""drop_pad_mode"": 3}","[[-2, 2], [-1, 639], [-2, 2], [-2, 2], [-2, 2], [0, 1], [0, 15]]",11.50,1,M-float32-drop_pad_行排列-3D-E16C40H256-K2 | baseline_kernels: MoeFinalizeRoutingV2×1
MoeFinalizeRouting,12,"[[8192, 512], [8192], [2048, 512], [2048, 512], [16, 512], [2048, 4], [2048, 4]]","[""bfloat16"", ""int32"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""float32"", ""int32""]","{""drop_pad_mode"": 0}","[[-1, 1], [0, 8191], [-1, 1], [-1, 1], [-1, 1], [0, 1], [0, 15]]",48.16,6.61,M-bfloat16-fp32_scales-混合精度-drop_less | baseline_kernels: MoeFinalizeRoutingV2×1
MoeFinalizeRouting,13,"[[1024, 128], [1024], [256, 128], [256, 128], [8, 128], [256, 4], [256, 4]]","[""float16"", ""int32"", ""float16"", ""float16"", ""float16"", ""float16"", ""int32""]","{""drop_pad_mode"": 0}","[[-10, 10], [0, 1023], [-10, 10], [-10, 10], [-10, 10], [0, 1], [0, 7]]",16.80,1,S-float16-边界值-drop_less | baseline_kernels: MoeFinalizeRoutingV2×1
MoeFinalizeRouting,14,"[[256, 64], [256], [64, 64], [64, 64], [8, 64], [64, 4], [64, 4]]","[""float32"", ""int32"", ""float32"", ""float32"", ""float32"", ""float32"", ""int32""]","{""drop_pad_mode"": 0}","[[-1, 1], [0, 255], [-1, 1], [-1, 1], [-1, 1], [0, 1], [0, 7]]",9.14,1,XS-float32-小规模-完整参数-drop_less | baseline_kernels: MoeFinalizeRoutingV2×1
MoeFinalizeRouting,15,"[[262144, 512], [262144], [32768, 512], [32768, 512], [64, 512], [32768, 8], [32768, 8]]","[""float16"", ""int32"", ""float16"", ""float16"", ""float16"", ""float16"", ""int32""]","{""drop_pad_mode"": 0}","[[-1, 1], [0, 262143], [-1, 1], [-1, 1], [-1, 1], [0, 1], [0, 63]]",908.68,176.16,XL-float16-超大规模-drop_less-对齐-K8 | baseline_kernels: MoeFinalizeRoutingV2×1
MoeFinalizeRouting,16,"[[2048, 32], [2048], [512, 32], null, [16, 32], [512, 4], [512, 4]]","[""float16"", ""int32"", ""float16"", ""float16"", ""float16"", ""float16"", ""int32""]","{""drop_pad_mode"": 0}","[[-1, 1], [0, 2047], [-1, 1], null, [-1, 1], [0, 1], [0, 15]]",47.78,1,S-float16-H32最小值-无skip2 | baseline_kernels: MoeFinalizeRoutingV2×1
MoeFinalizeRouting,17,"[[1024, 512], [1024], [1024, 512], [1024, 512], [8, 512], null, [1024, 1]]","[""float32"", ""int32"", ""float32"", ""float32"", ""float32"", ""float32"", ""int32""]","{""drop_pad_mode"": 0}","[[-1, 1], [0, 1023], [-1, 1], [-1, 1], [-1, 1], null, [0, 7]]",22.30,3.29,M-float32-K1最小值-无scales | baseline_kernels: MoeFinalizeRoutingV2×1
MoeFinalizeRouting,18,"[[4036, 1021], [4036], [1009, 1021], [1009, 1021], [16, 1021], [1009, 4], [1009, 4]]","[""float16"", ""int32"", ""float16"", ""float16"", ""float16"", ""float16"", ""int32""]","{""drop_pad_mode"": 0}","[[-1, 1], [0, 4035], [-1, 1], [-1, 1], [-1, 1], [0, 1], [0, 15]]",65.06,6.48,M-float16-质数非对齐NUM_ROWS-H1021 | baseline_kernels: MoeFinalizeRoutingV2×1
MoeFinalizeRouting,19,"[[1024, 128], [1024], [256, 128], [256, 128], [8, 128], [256, 4], [256, 4]]","[""float32"", ""int32"", ""float32"", ""float32"", ""float32"", ""float32"", ""int32""]","{""drop_pad_mode"": 0}","[[0, 0], [0, 1023], [0, 0], [0, 0], [0, 0], [0, 0], [0, 7]]",14.46,1,S-float32-零值输入测试 | baseline_kernels: MoeFinalizeRoutingV2×1
MoeFinalizeRouting,20,"[[16, 30, 256], [150], [150, 256], [150, 256], [16, 256], [150, 1], [150, 1]]","[""float16"", ""int32"", ""float16"", ""float16"", ""float16"", ""float16"", ""int32""]","{""drop_pad_mode"": 1}","[[-1, 1], [-1, 479], [-1, 1], [-1, 1], [-1, 1], [0, 1], [0, 15]]",11.00,1,M-float16-drop_pad-3D-E16C30H256-含无效索引-1 | baseline_kernels: MoeFinalizeRoutingV2×1
