operator,case_id,input_shape,dtype,attrs,value_range,baseline_perf_us,t_hw_us,note
MlaProlog,11,"[[1, 1, 6144], [6144, 1536], [1536, 24576], [128, 128, 512], [6144, 576], [1536], [512], [1, 1, 64], [1, 1, 64]]","[""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16""]","{""n_heads"": 128, ""rmsnorm_epsilon_cq"": 1e-05, ""rmsnorm_epsilon_ckv"": 1e-05}","[-1, 1]",,59.33,bfloat16-compact-B1S1-decode | baseline_kernels: MlaProlog×1
MlaProlog,12,"[[32, 1, 6144], [6144, 1536], [1536, 24576], [128, 128, 512], [6144, 576], [1536], [512], [32, 1, 64], [32, 1, 64]]","[""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16""]","{""n_heads"": 128, ""rmsnorm_epsilon_cq"": 1e-05, ""rmsnorm_epsilon_ckv"": 1e-05}","[-1, 1]",,59.5,bfloat16-compact-B32S1-decode | baseline_kernels: MlaProlog×1
MlaProlog,13,"[[128, 1, 6144], [6144, 1536], [1536, 24576], [128, 128, 512], [6144, 576], [1536], [512], [128, 1, 64], [128, 1, 64]]","[""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16""]","{""n_heads"": 128, ""rmsnorm_epsilon_cq"": 1e-05, ""rmsnorm_epsilon_ckv"": 1e-05}","[-1, 1]",,60.03,bfloat16-compact-B128S1-decode-large-batch | baseline_kernels: MlaProlog×1
MlaProlog,14,"[[1, 16, 6144], [6144, 1536], [1536, 24576], [128, 128, 512], [6144, 576], [1536], [512], [1, 16, 64], [1, 16, 64]]","[""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16""]","{""n_heads"": 128, ""rmsnorm_epsilon_cq"": 1e-05, ""rmsnorm_epsilon_ckv"": 1e-05}","[-1, 1]",99.04,59.41,bfloat16-compact-B1S16-prefill | baseline_kernels: MlaProlog×1
MlaProlog,15,"[[4, 16, 6144], [6144, 1536], [1536, 24576], [128, 128, 512], [6144, 576], [1536], [512], [4, 16, 64], [4, 16, 64]]","[""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16""]","{""n_heads"": 128, ""rmsnorm_epsilon_cq"": 1e-05, ""rmsnorm_epsilon_ckv"": 1e-05}","[-1, 1]",110.74,60.3,bfloat16-compact-B4S16-prefill | baseline_kernels: MlaProlog×1
MlaProlog,16,"[[60, 2, 7168], [7168, 1536], [1536, 24576], [128, 128, 512], [7168, 576], [1536], [512], [60, 2, 64], [60, 2, 64]]","[""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16""]","{""n_heads"": 128, ""rmsnorm_epsilon_cq"": 1e-05, ""rmsnorm_epsilon_ckv"": 1e-05}","[-1, 1]",146.40,64.74,bfloat16-DSv3-B60S2-MTP-large-batch
MlaProlog,17,"[[128, 4, 7168], [7168, 1536], [1536, 24576], [128, 128, 512], [7168, 576], [1536], [512], [128, 4, 64], [128, 4, 64]]","[""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16""]","{""n_heads"": 128, ""rmsnorm_epsilon_cq"": 1e-05, ""rmsnorm_epsilon_ckv"": 1e-05}","[-1, 1]",423.85,177.25,bfloat16-DSv3-B128S4-MTP-large-batch
MlaProlog,18,"[[96, 2, 6144], [6144, 1536], [1536, 24576], [128, 128, 512], [6144, 576], [1536], [512], [96, 2, 64], [96, 2, 64]]","[""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16""]","{""n_heads"": 128, ""rmsnorm_epsilon_cq"": 1e-05, ""rmsnorm_epsilon_ckv"": 1e-05}","[-1, 1]",195.64,61.78,bfloat16-compact-B96S2-MTP-large-batch | baseline_kernels: MlaProlog×1
MlaProlog,19,"[[1, 1, 7168], [7168, 1536], [1536, 24576], [128, 128, 512], [7168, 576], [1536], [512], [1, 1, 64], [1, 1, 64]]","[""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16""]","{""n_heads"": 128, ""rmsnorm_epsilon_cq"": 1e-06, ""rmsnorm_epsilon_ckv"": 1e-08}","[-1, 1]",,63.84,bfloat16-DSv3-B1S1-different-epsilon
MlaProlog,20,"[[1, 1, 7168], [7168, 1536], [1536, 24576], [128, 128, 512], [7168, 576], [1536], [512], [1, 1, 64], [1, 1, 64]]","[""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16""]","{""n_heads"": 128, ""rmsnorm_epsilon_cq"": 1e-05, ""rmsnorm_epsilon_ckv"": 1e-05}","[0, 0]",,63.84,bfloat16-DSv3-B1S1-zero-input
